Institution,Titre_du_poste,Domaine,Date
CBM,Emergency Project Officer,"Management/Gestion, Finance, Comptabilité et Commerce",11-Nov-16
CBM,Emergency Security & Logistics Officer,Transport et Logistique,11-Nov-16
Save the Children en Haiti,Officier Santé & Nutrition,Santé et Professions médicales,11-Nov-16
Oxfam Intermon - PAP,Governance & AC Manager,Sciences Humaines et Sociales,11-Nov-16
Initiative Développement,Assistant(e) au Responsable de Programme Développement local,Sciences Humaines et Sociales,11-Nov-16
Croix Rouge Française,Architecte,"Architecture, Urbanisme et Aménagement du territoire",10-Nov-16
CRS,Infirmière Superviseur,Santé et Professions médicales,08-Nov-16
Croix Rouge Americaine,Senior National Technical Expert – Economic Development  and Food Security,Sciences économiques et politiques,07-Nov-16
GRET Haiti,Chargé (e) d'éducation nutritionnelle,Santé et Professions médicales,07-Nov-16
GRET Haiti,Logisticien / Chauffeur,Transport et Logistique,07-Nov-16
GRET Haiti,Assistant(e) administratif et financier,Secrétariat,07-Nov-16
GRET Haiti,Chargé(e) du marketing social d’un aliment de complément au lait maternel pour les en-fants de 6 à 2,Marketing,07-Nov-16
Save the Children en Haiti,Conseiller en Nutrition,Santé et Professions médicales,06-Nov-16
Save the Children en Haiti,Coordonnateur de Programme de la Protection de l’Enfant/ Emergency Matthew Response,Sciences Humaines et Sociales,06-Nov-16
Save the Children en Haiti,Officiers de Protection de l’Enfant (Team leader CFS dans le Sud’Grand’Anse),Sciences Humaines et Sociales,06-Nov-16
IFRC,Chauffeur,Transport et Logistique,05-Nov-16
CARE Haiti,Manager Infrastructure,Sciences de l’Ingénieur,04-Nov-16
Jhpiego,Officier d'Evaluation,Sciences économiques et politiques,04-Nov-16
PNLS,Gestionnaires Adjoints de Données,"Management/Gestion, Finance, Comptabilité et Commerce",04-Nov-16
PNLS,Chargé de Mentorat sur la co infection TB / VIH,Santé et Professions médicales,04-Nov-16
PNLS,Chauffeur,Transport et Logistique,04-Nov-16
OHMaSS (PSI-Haïti),Consultant en Assurance Qualité - Prise en charge VIH et Tuberculose,Santé et Professions médicales,04-Nov-16
PADF/HAITI,Facilitateur Jeune/Jeune,Sciences Humaines et Sociales,04-Nov-16
OHMaSS (PSI-Haïti),Consultant en Assurance Qualité - Prévention VIH,Sciences Humaines et Sociales,03-Nov-16
OHMaSS (PSI-Haïti),Youth Engagement Consultant,Sciences Humaines et Sociales,03-Nov-16
OHMaSS (PSI-Haïti),Officier de suivi d’Assurance/Qualité- Malaria,Santé et Professions médicales,03-Nov-16
Bandaricorp,Inspecteur (trice) commercial (e) Lubrifiants,"Management/Gestion, Finance, Comptabilité et Commerce",03-Nov-16
Save the Children en Haiti,Food Security and Livelihood  (FSL) Coordinator,Sciences Humaines et Sociales,02-Nov-16
Save the Children en Haiti,Food Security and Livelihood  (FSL) Officer,Sciences Humaines et Sociales,02-Nov-16
Action Contre la Faim - Haïti,Responsable  de suivi de  la prise en charge de la malnutrition aigüe sévère (Bombardopolis),Santé et Professions médicales,31-Oct-16
Entrepreneurs du Monde/Palmis Mikwofinans Sosyal,Agent de Crédit,"Management/Gestion, Finance, Comptabilité et Commerce",31-Oct-16
InnovEd-UniQ,Formateur,Sciences de l’Education,31-Oct-16
WeltHungerHilfe (Agro Action Allemande),Cadre Administratif (Groupe de rémunération K- Expert 2.1),"Management/Gestion, Finance, Comptabilité et Commerce",31-Oct-16
Save the Children en Haiti,CO Finance Manager,"Management/Gestion, Finance, Comptabilité et Commerce",30-Oct-16
Save the Children en Haiti,Field Office Finance Manager,"Management/Gestion, Finance, Comptabilité et Commerce",30-Oct-16
Save the Children en Haiti,Officiers Finance,"Management/Gestion, Finance, Comptabilité et Commerce",30-Oct-16
Save the Children en Haiti,Comptable Junior,"Management/Gestion, Finance, Comptabilité et Commerce",30-Oct-16
CARE Haiti,Wash Project Manager,Santé et Professions médicales,30-Oct-16
Clinton Health Access Initiative,"Coordinator Senior, Malaria Grand'Anse",Santé et Professions médicales,30-Oct-16
Plan International-Haiti,Logistics Officer,Transport et Logistique,29-Oct-16
CARE Haiti,Manager Transferts Sociaux d'Urgence,Agriculture – Agroalimentaire,29-Oct-16
MSPP/ Laboratoire National de Santé Publique,Officier de Monitoring et d’Evaluation,Sciences économiques et politiques,28-Oct-16
MSPP/ Laboratoire National de Santé Publique,Operateur de saisie,Sciences économiques et politiques,28-Oct-16
MSPP/ Laboratoire National de Santé Publique,Techniciens Biomédicaux,Santé et Professions médicales,28-Oct-16
OHMaSS (PSI-Haïti),Pharmacien (ne)s,Santé et Professions médicales,27-Oct-16
OHMaSS (PSI-Haïti),Technicien(nes) de Laboratoire,Santé et Professions médicales,27-Oct-16
Jhpiego,Compliance Manager,"Management/Gestion, Finance, Comptabilité et Commerce",27-Oct-16
Croix Rouge Americaine,Hurricane Matthew Response Program Manager,"Management/Gestion, Finance, Comptabilité et Commerce",27-Oct-16
Plan International-Haiti,"Animateur,Suivi et Renforcement de Capacite Communautaire",Sciences Humaines et Sociales,26-Oct-16
IFRC,Unité de service / Finance,"Management/Gestion, Finance, Comptabilité et Commerce",24-Oct-16
Initiative Développement,Assistant Administrateur /Logisticien,"Management/Gestion, Finance, Comptabilité et Commerce",24-Oct-16
WeltHungerHilfe (Agro Action Allemande),Responsable volet agricole,Agriculture – Agroalimentaire,23-Oct-16
WeltHungerHilfe (Agro Action Allemande),Technicien Agricole BV,Agriculture – Agroalimentaire,23-Oct-16
WeltHungerHilfe (Agro Action Allemande),Animateur bassins versants,Sciences Humaines et Sociales,23-Oct-16
Jhpiego,MCSP Haiti-SSQH North Technical Director,Santé et Professions médicales,22-Oct-16
FONHDAD,Directeur Administratif et Financier,"Management/Gestion, Finance, Comptabilité et Commerce",21-Oct-16
UGP/MSPP/PEPFAR,Project Liaison Officer,"Management/Gestion, Finance, Comptabilité et Commerce",21-Oct-16
UGP/MSPP/PEPFAR,Dispatcher pour le Laboratoire National de Sante Publique,Transport et Logistique,21-Oct-16
Action Contre la Faim - Haïti,Manager de la recherche opérationnelle,Santé et Professions médicales,21-Oct-16
MSF - Hollande,Superviseur Laboatoire,Santé et Professions médicales,21-Oct-16
Action Contre la Faim - Haïti,Adjoint Responsable Log Urgence,Transport et Logistique,20-Oct-16
University of Florida,Laboratory Technician,Santé et Professions médicales,20-Oct-16
Initiative Développement,Responsable Terrain ONG Santé Nutrition,Santé et Professions médicales,19-Oct-16
Save the Children en Haiti,Conseiller du Programme de Santé de Nouveau-né,Santé et Professions médicales,19-Oct-16
CRS,Urban Program-MEAL Coordinator,Sciences économiques et politiques,19-Oct-16
MSI - KONEKTE,Administrateur de Base de Données - MEF,Sciences Informatiques,19-Oct-16
MSI - KONEKTE,Directeur Adjoint de la Direction des Systèmes d’Information - MEF,Sciences Informatiques,19-Oct-16
MSI - KONEKTE,Responsable des Développement Informatiques - MEF,Sciences Informatiques,19-Oct-16
MSI - KONEKTE,Responsable de la Sécurité des Systèmes d’Information - MEF,Sciences Informatiques,19-Oct-16
Abt Associates,Directeur de Projet,"Management/Gestion, Finance, Comptabilité et Commerce",19-Oct-16
Abt Associates,Responsable Financier et Administratif,"Management/Gestion, Finance, Comptabilité et Commerce",19-Oct-16
Abt Associates,Coordinateur en Entomologie,Biologie/Chimie,19-Oct-16
Abt Associates,Responsable Contrôle Vectorielle,Environnement et Sciences de la Terre,19-Oct-16
Secteur prive,Responsable de Ressources Humaines et de Formations,"Management/Gestion, Finance, Comptabilité et Commerce",18-Oct-16
MDM France,Coordinateur logistique,"Management/Gestion, Finance, Comptabilité et Commerce",18-Oct-16
Plan International-Haiti,Officier de Recrutement,"Management/Gestion, Finance, Comptabilité et Commerce",17-Oct-16
Jhpiego,Manager Administration,"Management/Gestion, Finance, Comptabilité et Commerce",17-Oct-16
CDS,Technologistes Medicaux,Santé et Professions médicales,17-Oct-16
Jhpiego,Regional Field Coordinator,"Management/Gestion, Finance, Comptabilité et Commerce",17-Oct-16
Jhpiego,National GIS Technical Advisor,Sciences économiques et politiques,15-Oct-16
Jhpiego,MCSP Manager de Formation,Santé et Professions médicales,15-Oct-16
Jhpiego,MCSP Officier de Formation,Santé et Professions médicales,15-Oct-16
DID PANSEH,Un (e) Agent (e) technique en entrepreneuriat,"Management/Gestion, Finance, Comptabilité et Commerce",15-Oct-16
FINCA Haiti S.A.,CFO,"Management/Gestion, Finance, Comptabilité et Commerce",15-Oct-16
Pwoje Espwa Sud,Assistant Directeur Logistique,Transport et Logistique,15-Oct-16
Ayiti Nexus,Konbit Cap Haitien Coordinator / Coordinateur Konbit au Cap-Haitien,"Management/Gestion, Finance, Comptabilité et Commerce",15-Oct-16
Jhpiego,Commodity/Supply Chain Officer,"Management/Gestion, Finance, Comptabilité et Commerce",14-Oct-16
Best Western Premier Petion-Ville,Food  & Beverage Manager,"Tourisme, Hôtellerie et Restauration",14-Oct-16
Hopital Universitaire de Mirebalais,External Relation Coordinator,Sciences Humaines et Sociales,14-Oct-16
IFRC,Assistant Programme Cholera (Ouest),Santé et Professions médicales,13-Oct-16
IFRC,Assistant Programme Cholera (Centre),Santé et Professions médicales,13-Oct-16
Secteur prive,Asistente Administrativo(a),"Management/Gestion, Finance, Comptabilité et Commerce",13-Oct-16
Secteur prive,IT Assistant,Sciences Informatiques,13-Oct-16
MCI/SAEF,Consultant pour formation et conférence sur les techniques de recouvrement pour la SOFIHDES,"Management/Gestion, Finance, Comptabilité et Commerce",12-Oct-16
MCI/SAEF,Consultant pour la conception et la mise en œuvre d'un système de gestion des actifs et des passifs,"Management/Gestion, Finance, Comptabilité et Commerce",12-Oct-16
MCI/SAEF,"Consultant pour formation et conférence sur l'analyse de risque, suivi et évaluation de crédit","Management/Gestion, Finance, Comptabilité et Commerce",12-Oct-16
MCI/SAEF,Consultant dans le cadre de la révision et de la finalisation du manuel de procédures,"Management/Gestion, Finance, Comptabilité et Commerce",12-Oct-16
MCI/SAEF,Consultant pour formation en suivi et évaluation base sur le risque (SOFIHDES),"Management/Gestion, Finance, Comptabilité et Commerce",12-Oct-16
MCI/SAEF,Consultant pour formation et conférence sur les pratiques de l'analyse financière de la SOFIHDES,"Management/Gestion, Finance, Comptabilité et Commerce",12-Oct-16
MCI/SAEF,Consultant dans le du coaching et la mise en place d'un comite de gestion de risque pour la SOFIHDES,"Management/Gestion, Finance, Comptabilité et Commerce",12-Oct-16
Mercy Corps Haiti,Executive Assistant for the CCO,"Management/Gestion, Finance, Comptabilité et Commerce",12-Oct-16
Entrepreneurs du Monde/Palmis Mikwofinans Sosyal,Chauffeur,Transport et Logistique,12-Oct-16
ACTED,Responsable Unite Mobile de Traitement de l'eau,Sciences de l’Ingénieur,11-Oct-16
OHMaSS (PSI-Haïti),Coordonnateur des Sous-Récipiendaires,"Management/Gestion, Finance, Comptabilité et Commerce",11-Oct-16
Plan International-Haiti,Grants Management Coordinator,Sciences Humaines et Sociales,10-Oct-16
GOAL Haiti,Internal Audit - Compliance Officer,"Management/Gestion, Finance, Comptabilité et Commerce",10-Oct-16
MatCH,Doctor Advisor x2 – REF: 0830,Santé et Professions médicales,08-Oct-16
GHSC-PSM,Commodities and Logistics Director,Transport et Logistique,08-Oct-16
GHSC-PSM,Technical Assistant to the Ministry of Health,Santé et Professions médicales,08-Oct-16
Jhpiego,Staff Comptable,"Management/Gestion, Finance, Comptabilité et Commerce",06-Oct-16
Jhpiego,Comptable des DDS,"Management/Gestion, Finance, Comptabilité et Commerce",06-Oct-16
CARE Haiti,Agent (e) de terrain (AT) –Tracking de présence et de rétention,Sciences de l’Education,05-Oct-16
Jhpiego,Finance Officer,"Management/Gestion, Finance, Comptabilité et Commerce",04-Oct-16
CRS,Program Manager - Cocoa Value Chain,Agriculture – Agroalimentaire,04-Oct-16
IFRC,Gestionnaire de données -  Mapping et GIS,Sciences Informatiques,03-Oct-16
Croix Rouge Canadienne,Assistan (e) Logistique,Transport et Logistique,03-Oct-16
Croix Rouge Canadienne,Commis aux Finances,"Management/Gestion, Finance, Comptabilité et Commerce",03-Oct-16
MCI/SAEF,Consultant spécialisé dans la mise en place de base de données,Sciences Informatiques,30-Sep-16
MCI/SAEF,Chef du Service d'Exécution et de Passation des Marchés,"Management/Gestion, Finance, Comptabilité et Commerce",30-Sep-16
Uniterra,Spécialiste sectoriel en système de marché,Sciences économiques et politiques,30-Sep-16
MARNDR/PPI-III,Agroéconomistes / Conseillers techniques des Bureaux Agricoles Communaux,Agriculture – Agroalimentaire,30-Sep-16
MARNDR/PPI-III,Conseiller Technique  en production végétale,Agriculture – Agroalimentaire,30-Sep-16
IFOS,Assistant regional en suivi-Evaluation,"Management/Gestion, Finance, Comptabilité et Commerce",30-Sep-16
CARE Haiti,School Feeding Finance & Compliance Manager,"Management/Gestion, Finance, Comptabilité et Commerce",30-Sep-16
CARE Haiti,Manager Projet de cantines scolaires,Sciences de l’Education,30-Sep-16
CARE Haiti,Coordonnateur de la table de protection sociale,Sciences Humaines et Sociales,30-Sep-16
IFOS,"Gestionnaire de projets, de conformite et de la qualite","Management/Gestion, Finance, Comptabilité et Commerce",30-Sep-16
ISTEAH,Professeur-e régulier-e (Doctorat obligatoire),Sciences de l’Education,30-Sep-16
Jhpiego,MCSP Senior Operations Manager,Santé et Professions médicales,29-Sep-16
MSH,Senior Business Development Specialist,"Management/Gestion, Finance, Comptabilité et Commerce",29-Sep-16
Croix Rouge Americaine,Accountability to Beneficiaries (AtB) Officer,Communication et Journalisme,26-Sep-16
Save the Children en Haiti,Coordonnateur de Programme Education,Sciences de l’Education,26-Sep-16
Save the Children en Haiti,Point focal Education,Sciences de l’Education,26-Sep-16
FONKOZE,Koòdinatè Aksyon pou pwodiksyon riral,Agriculture – Agroalimentaire,25-Sep-16
Jhpiego,MCSP-Nord Agent de Saisies de Données,Sciences Informatiques,23-Sep-16
America Solidaria Haiti,Superviseur de travaux de construction d'un Systeme d'Adduction d'Eau Potable,Sciences de l’Ingénieur,23-Sep-16
Save the Children en Haiti,IT Coordonnateur,Sciences Informatiques,23-Sep-16
MARNDR/RESEPAG,Consultant (e) international (e) en appui aux activités SPS,Santé et Professions médicales,23-Sep-16
Bandaricorp,controleur (se) de Gestion,"Management/Gestion, Finance, Comptabilité et Commerce",22-Sep-16
Action Contre la Faim - Haïti,Chef de Projet LinkNCA EQ,Agriculture – Agroalimentaire,20-Sep-16
Plan International-Haiti,Internal Control Manager,"Management/Gestion, Finance, Comptabilité et Commerce",20-Sep-16
ACTED,Responsable Programme Specialiste en developpement rural,Agriculture – Agroalimentaire,19-Sep-16
MARNDR/PPI-III,spécialiste en irrigation,Agriculture – Agroalimentaire,19-Sep-16
MARNDR/PPI-III,spécialiste en production végétale,Agriculture – Agroalimentaire,19-Sep-16
MARNDR/PPI-III,Animateur polyvalent de terrain,Communication et Journalisme,19-Sep-16
MSH,Advocacy & Communications Officer,Communication et Journalisme,19-Sep-16
British Embassy (FCO - Gov.UK),Embassy Executive Officer,Secrétariat,18-Sep-16
CBM,Consultant on Intellectual & Developmental Disabilities in Haiti,Santé et Professions médicales,18-Sep-16
Bureau de la Coopération Suisse,Graphiste et Responsable vulgarisation,Sciences Informatiques,17-Sep-16
FAO,Consultant National spécialiste en agrobusiness,Agriculture – Agroalimentaire,17-Sep-16
MSPP/ LNSP/ Projet SPHaitiLab,Officier de Biosecurite,Santé et Professions médicales,16-Sep-16
MSPP-Laboratoire National de Santé Publique,Superviseur de Laboratoire Medical,Santé et Professions médicales,16-Sep-16
Jhpiego,FP/RH Technical Advisor C/S,Santé et Professions médicales,16-Sep-16
Jhpiego,Analyste des données de VIH/TB,Santé et Professions médicales,16-Sep-16
Jhpiego,Manager d’Approvisionnement,"Management/Gestion, Finance, Comptabilité et Commerce",16-Sep-16
